국가명,도시명,영어상품명,유효시작일자,유효종료일자,인콰이어리구분코드명,인콰이어리종류코드명,한글상품명
인도,텔랑가나,pH Meter,2023-12-27,2024-01-26,바이어,상품,
중화인민공화국,광둥성(광둥),Orgahue Rg Vita Cell Ampoule Duo,2023-12-27,2024-01-26,바이어,상품,
아프가니스탄,전지역,Shower Head,2023-12-28,2024-01-27,바이어,상품,Shower Head
인도,카르나타카,Hydrogen Water Maker,2023-12-28,2024-01-27,바이어,상품,
인도,카르나타카,Hydrogen Water Maker,2023-12-28,2024-01-27,바이어,상품,
인도,카르나타카,"NaARa, Life of Water / Let`s Drink Hydrogen Water",2023-12-28,2024-01-27,바이어,상품,
인도,카르나타카,Hydrogen Rich water generator,2023-12-28,2024-01-27,바이어,상품,
네팔,전지역,Bom Wonderproof Pen Eye Liner,2023-12-30,2024-01-29,바이어,상품,Bom Wonderproof Pen Eye Liner
캄보디아,전지역,Lucynco Makeup Brush Black Teddy Bear,2024-01-02,2024-02-01,바이어,상품,
캄보디아,전지역,Semi-Permanent Hair Color,2024-01-02,2024-02-01,바이어,상품,
캄보디아,전지역,ALLA All in One Makeup Brush ALLA Faceset,2024-01-02,2024-02-01,바이어,상품,
캄보디아,전지역,with M Gaspard and Lisa EcoFriendly Mini Makeup Brush Set,2024-01-02,2024-02-01,바이어,상품,
캄보디아,전지역,KOWONHYE Makeup Brush,2024-01-02,2024-02-01,바이어,상품,
캄보디아,전지역,MUSTAEV 10 Shade Lip CreamPro Palette,2024-01-02,2024-02-01,바이어,상품,
아랍에미리트,아랍에미레이트,2055RL Cire,2024-01-04,2024-02-03,바이어,상품,
아랍에미리트,아랍에미레이트,JA31934D,2024-01-04,2024-02-03,바이어,상품,
브라질,전지역,LED Module LED6060 White Dome Lens Type,2024-01-04,2024-02-03,바이어,상품,
독일,베를린주,Secret Line PDO Thread Twin Type,2024-01-04,2024-02-03,바이어,상품,
독일,베를린주,CE Certified PDO Threads EYE MONO U & L Cannula,2024-01-04,2024-02-03,바이어,상품,
독일,베를린주,Tesslift Soft,2024-01-04,2024-02-03,바이어,상품,
독일,베를린주,Velancia Mesotheads,2024-01-04,2024-02-03,바이어,상품,
독일,베를린주,Lifting Thread PDO Screw,2024-01-04,2024-02-03,바이어,상품,
독일,베를린주,Vaginal Relaxation Syndrome Vaginal Volume  Pressure,2024-01-04,2024-02-03,바이어,상품,
독일,베를린주,Valm Care,2024-01-04,2024-02-03,바이어,상품,VALM CARE
독일,베를린주,Sinature Perfect Concentrated Direct Absorption Vaginal Serum 2ml 4ea,2024-01-04,2024-02-03,바이어,상품,
독일,베를린주,Intima RF,2024-01-04,2024-02-03,바이어,상품,
독일,베를린주,The Safest and Most Effective Women Treatment Equipment,2024-01-04,2024-02-03,바이어,상품,
독일,베를린주,ISIS Revive,2024-01-04,2024-02-03,바이어,상품,
독일,베를린주,Daarin,2024-01-04,2024-02-03,바이어,상품,Daarin
독일,베를린주,Chane Fill Body Filler,2024-01-04,2024-02-03,바이어,상품,
독일,베를린주,PILLOX Bodyfil Volumizer 55ml HA Body Filler,2024-01-04,2024-02-03,바이어,상품,
베트남,호치민,Shock Absorber for After Market,2024-01-05,2024-02-04,바이어,상품,Shock Absorber for After Market
베트남,호치민,Shock Absorber,2024-01-05,2024-02-04,바이어,상품,Shock Absorber Control Arm
중화인민공화국,상하이시(상해),SAW CARBON STEEL PIPE,2024-01-05,2024-02-04,바이어,상품,
베트남,호치민,Shock Absorber Steering System Engine Mounting Air Conditioning System Fuel Pump,2024-01-05,2024-02-04,바이어,상품,
미국,일리노이,MELA BIANCA Collina Hair Band,2024-01-05,2024-02-04,바이어,상품,
미국,일리노이,Turban Hair Band,2024-01-05,2024-02-04,바이어,상품,
미국,일리노이,InsIns Body Spa Care,2024-01-05,2024-02-04,바이어,상품,
미국,일리노이,Ceramic Guasha Rhino,2024-01-05,2024-02-04,바이어,상품,
미국,일리노이,Abib Rice Probiotics Overnight Mask Barrier Jelly,2024-01-05,2024-02-04,바이어,상품,
과테말라,전지역,Oppa Soju,2024-01-05,2024-02-04,바이어,상품,
과테말라,전지역,YOPOKKI RAPOKKI,2024-01-05,2024-02-04,바이어,상품,
파키스탄,전지역,"Polyurethane resin, Polyol Mixture or A component, Footwear or Shoe sole",2024-01-08,2024-02-07,바이어,상품,
뉴질랜드,전지역,I Rice You Organic Rice Use,2024-01-08,2024-02-07,바이어,상품,I Rice You  Vegan Organic Drink Organic Rice Use
대한민국,북마케도니아,Gel Starter 200ml,2024-01-08,2024-02-07,바이어,상품,Lotion Polishing 200ml
중화인민공화국,상하이시(상해),Steel Pipes,2024-01-08,2024-07-06,바이어,상품,
중화인민공화국,상하이시(상해),Steel Pipe,2024-01-08,2024-07-06,바이어,상품,
미국,미주리,Glutanex InShower Body Cream,2024-01-07,2024-07-05,바이어,상품,
중화인민공화국,상하이시(상해),ERW Steel Pipe,2024-01-08,2024-02-07,바이어,상품,
튀르키예(터키),튀르키예,Crankshaft,2024-01-08,2024-02-07,바이어,상품,
튀르키예(터키),튀르키예,CRANK SHAFT-GMP KOREA,2024-01-08,2024-02-07,바이어,상품,
튀르키예(터키),튀르키예,Spare parts for Korean brand bus and trucks,2024-01-08,2024-02-07,바이어,상품,
중화인민공화국,상하이시(상해),Steel Pipe,2024-01-08,2024-02-07,바이어,상품,
벨기에,전지역,Lalaloop Recycle Solution,2024-01-09,2024-02-08,바이어,상품,
콜롬비아,전지역,Home Learn Book Little HOME LEARN Case Type Tablet PC for Smart Learning,2024-01-08,2024-02-07,바이어,상품,Home Learn Book Little HOME LEARN Case Type Tablet PC for Smart Learning
인도,타밀 나두,Fermentation Essence Face Mask Pack,2024-01-09,2024-02-08,바이어,상품,
멕시코,전지역,Tocobo Cotton Soft Sun Stick,2024-01-08,2024-02-07,바이어,상품,
타이,전지역,TIRTIR CALM DOWN BUBBLE TONER 150ml,2024-01-09,2024-02-08,바이어,상품,
대한민국,전지역,MallowLink (Mobile foreign currency exchange using overseas remittance),2024-01-10,2024-07-08,바이어,상품,payment
대한민국,전지역,MallowLink (Mobile foreign currency exchange using overseas remittance),2024-01-10,2024-07-08,바이어,상품,payment
베네수엘라,전지역,Hot Toppoki Snack,2024-01-09,2024-02-08,바이어,상품,
인도네시아,중부자바 및 깔리만딴 섬으로부터 서쪽 지역,Axle Load Scale TX 900 Series,2024-01-10,2024-04-09,바이어,상품,
인도네시아,중부자바 및 깔리만딴 섬으로부터 서쪽 지역,Wired and Wireless Axle Scale,2024-01-10,2024-04-09,바이어,상품,
인도네시아,중부자바 및 깔리만딴 섬으로부터 서쪽 지역,Multiplayer Virtual Reality FPS Game Colonicle,2024-01-10,2024-02-09,바이어,상품,
캐나다,브리티쉬 콜롬비아,SILSTAR Professional Konjac Sponge,2024-01-10,2024-02-09,바이어,상품,
캐나다,브리티쉬 콜롬비아,MAKEUP SPONGES,2024-01-10,2024-02-09,바이어,상품,
아프가니스탄,전지역,Eyelashmaker Classtige N Curl Eyelashes,2024-01-11,2024-02-10,바이어,상품,
인도,전지역,Reprocessed HDPE Pellets,2024-01-12,2024-07-10,바이어,상품,Reprocessed HDPE Pellets
인도,전지역,HDPE,2024-01-12,2024-07-10,바이어,상품,
인도,전지역,Polyethylene HDPE TR580,2024-01-12,2024-07-10,바이어,상품,
방글라데시,전지역,Brake Pad and Shoe,2024-01-13,2024-02-12,바이어,상품,Brake Pad and Shoe
타이베이,전지역,Neuramis Dermal Fillers,2024-01-14,2024-02-13,바이어,상품,
타이베이,전지역,Neuramis Hyaluronic Acid Filler,2024-01-14,2024-02-13,바이어,상품,
타이베이,전지역,AestheFill,2024-01-14,2024-02-13,바이어,상품,
타이베이,전지역,Ellanse M S Best Seller Dermal Filler Hyaluronic Acid,2024-01-14,2024-02-13,바이어,상품,
타이베이,아랍에미레이트,Hyaluronic acid filler Cleviel contour with lidocaine,2024-01-14,2024-02-13,바이어,상품,
튀니지,전지역,"Desktop Computer, NY D95PE20 EX",2024-01-14,2024-02-13,바이어,상품,
아르헨티나,전지역,LOVELYCC SWEET PEACH LIP OIL 5ML,2024-01-14,2024-02-13,바이어,상품,LOVELYCC SWEET PEACH LIP OIL 5ML
중화인민공화국,푸젠성(복건),Knitting Needles WO 8741 DS08 Needles for Knitting Machines Hosiery Needle,2024-01-15,2024-02-14,바이어,상품,
중화인민공화국,푸젠성(복건),Knitting Needles WO 8741 DS08 Needles for Knitting Machines Hosiery Needle,2024-01-15,2024-02-14,바이어,상품,
인도,마하라슈트라,"FACE WASH, Made with Rose Ingredients, ROYROSA Rose Whip Cleansing Foam",2024-01-15,2024-02-14,바이어,상품,
과테말라,전지역,Blackpink official light stick,2024-01-15,2024-02-14,바이어,상품,
말레이시아,전지역,ZAIS Aqua Booster Seaweed Peeling Kit,2024-01-16,2024-02-15,바이어,상품,
말레이시아,전지역,Bio Seacil Exfola Peel,2024-01-16,2024-02-15,바이어,상품,
아프가니스탄,전지역,Moti Physio,2024-01-16,2024-02-15,바이어,상품,Moti Physio
인도,카르나타카,14k 18k Gold Fashion Jewelry,2024-01-16,2024-02-15,바이어,상품,
인도,카르나타카,14K JJR Mirror Cable Flat Chain,2024-01-16,2024-02-15,바이어,상품,14K Gold Pressed Cable Chain
인도,카르나타카,Link Combination Jewelry,2024-01-16,2024-02-15,바이어,상품,Link Combination Jewelry
인도,구자라트,Azulene Purple Serum 50ml,2024-01-16,2024-02-15,바이어,상품,Azulene Purple Serum 50ml
카타르,전지역,Ionpolis Chung Su Plus Scented Vitamin C External Shower Filter,2024-01-17,2024-02-16,바이어,상품,
인도,차티스가르,SimplyO Heavenly Body Lotion,2024-01-17,2024-02-16,바이어,상품,SimplyO Heavenly Body Lotion
아프가니스탄,전지역,Sleeping Socks,2024-01-18,2024-02-17,바이어,상품,Nail Art Semi-cured Gel Nail OEM Manufacturer
캐나다,온타리오,AI Concierge Digital Desk,2024-01-17,2024-02-16,바이어,상품,
캐나다,온타리오,WAPL MATH AI Based Mobile Application to Improve Performance in Mathematics,2024-01-17,2024-02-16,바이어,상품,
캐나다,온타리오,Voice-Go,2024-01-18,2024-02-17,바이어,상품,Voice-Go
캐나다,온타리오,I-BOX,2024-01-18,2024-02-17,바이어,상품,
캐나다,온타리오,WELT smart healthcare fashion belt,2024-01-18,2024-02-17,바이어,상품,
말레이시아,전지역,Romi Hydrogen Beauty Soap,2024-01-18,2024-02-17,바이어,상품,
방글라데시,전지역,Pedolign Daily Balace Insole,2024-01-18,2024-02-17,바이어,상품,
미국,콜로라도,Dried Wild Vegetables 25g,2024-01-18,2024-02-17,바이어,상품,Dried Wild Vegetables 25g
중화인민공화국,저장성(절강),Bellast Ultra L24 Soft Best Seller Dermal Filler hyaluronic acid Made in Korea,2024-01-18,2024-02-17,바이어,상품,
캐나다,브리티쉬 콜롬비아,Sugar Icumsa,2024-01-18,2024-02-17,바이어,상품,Brazil Sugar Icumsa 45
과테말라,전지역,AF100-AED (Tilt Rotor Drone),2024-01-18,2024-02-17,바이어,상품,AED Delivery Tilt-Rotor Drone
캐나다,브리티쉬 콜롬비아,Sugar Icumsa,2024-01-18,2024-02-17,바이어,상품,Brazil Sugar Icumsa 45
인도,카르나타카,PILEUS INSOLO Tumbler A: UVC LED Self Cleaning Insulated Water Bottle 480ml,2024-01-19,2024-02-18,바이어,상품,
인도,카르나타카,Eco-friendly Stainless Steel Tumbler (made from reused coffee grounds) 600_Black,2024-01-19,2024-02-18,바이어,상품,Eco-friendly Stainless Steel Tumbler (made from reused coffee grounds) 600_black
인도,카르나타카,Eco-friendly Reusable Cup with Lid (made from reused coffee grounds) 350_Brown,2024-01-19,2024-02-18,바이어,상품,Eco-friendly Reusable cup with lid (made from reused coffee grounds) 350_brown
미국,워싱턴,Kpop Official Album Worldwide Welcome to the Import Consultation,2024-01-20,2024-02-19,바이어,상품,
필리핀,전지역,WOODIT Wood Block STEAM Educational Tool,2024-01-21,2024-02-20,바이어,상품,
필리핀,전지역,Pokemon Suprised Acrylic Toy with Candy,2024-01-21,2024-02-20,바이어,상품,Pokemon Suprised Acrylic Toy with Candy
필리핀,전지역,WOODIT Wood Block STEAM Educational Tool,2024-01-21,2024-02-20,바이어,상품,
필리핀,전지역,Hattung Creative Art 100 Ways of Using 5 Senses Stimulation,2024-01-21,2024-02-20,바이어,상품,Hattung Creative Art 100 Ways of Using 5 Senses Stimulation
알제리,전지역,"OEM, AFTERMARKET AUTO PARTS FOR MOBIS, HYUNDAI, KIA, GMC, SSANGYONG",2024-01-21,2024-02-20,바이어,상품,
알제리,전지역,Brake Pad And Shoe,2024-01-21,2024-02-20,바이어,상품,
알제리,전지역,Koreastar,2024-01-21,2024-02-20,바이어,상품,
파키스탄,전지역,Cotton Baby Socks Blue Wine Red Green Beige Mustard White Black,2024-01-21,2024-02-20,바이어,상품,
파키스탄,전지역,COSRX Advanced Snail 96 Mucin Power Essence,2024-01-22,2024-02-21,바이어,상품,
키르기스스탄,키르기즈스탄,NUTRI PLAN FOR CAT 5 kg,2024-01-22,2024-02-21,바이어,상품,Pure Nature Duck and potato for dog
케냐,전지역,Brake Pads,2024-01-21,2024-02-20,바이어,상품,
콜롬비아,전지역,Home Learn Book Little HOME LEARN Case Type Tablet PC for Smart Learning,2024-01-21,2024-03-21,바이어,상품,Home Learn Book Little HOME LEARN Case Type Tablet PC for Smart Learning
콜롬비아,전지역,Home Learn Book Little HOME LEARN Case Type Tablet PC for Smart Learning,2024-01-21,2024-03-21,바이어,상품,Home Learn Book Little HOME LEARN Case Type Tablet PC for Smart Learning
나이지리아,중앙아프리카공화국,Aloe Vera Drink,2024-01-22,2024-02-21,바이어,상품,Aloe Vera Drinks
코트디부아르,코트디부와르,Urban City Planning Model,2024-01-22,2024-02-21,바이어,상품,
에콰도르,전지역,Damso Soju,2024-01-22,2024-02-21,바이어,상품,
에콰도르,전지역,Soju,2024-01-22,2024-02-21,바이어,상품,
캐나다,앨버타,Deeponde Signature Origin 86 Mist,2024-01-22,2024-02-21,바이어,상품,디폰데 시그니처 오리진 100
캐나다,앨버타,Touvhcell Body Roll,2024-01-22,2024-02-21,바이어,상품,
일본,아키타켄,AppSpeed-MyApps No-code Platform,2024-01-23,2024-02-22,바이어,상품,AppSpeed-MyApps No-code Platform
코스타리카,전지역,Auto Spare Parts,2024-01-22,2024-02-21,바이어,상품,
사우디아라비아,전지역,Window,2024-01-23,2024-02-22,바이어,상품,
사우디아라비아,전지역,Uaw Insulating Double Sliding Window,2024-01-23,2024-02-22,바이어,상품,
중화인민공화국,광둥성(광둥),Korean Red Ginseng Honey Tea,2024-01-23,2024-02-22,바이어,상품,
중화인민공화국,광둥성(광둥),Ginseng Tea,2024-01-23,2024-02-22,바이어,상품,
중화인민공화국,광둥성(광둥),Korean Red Ginseng Honey Tea,2024-01-23,2024-02-22,바이어,상품,
아랍에미리트,아랍에미레이트,Uinlui Coconut Suction Baby Angel Tray Set,2024-01-23,2024-02-22,바이어,상품,UINLUI Coconut Suction Baby Angel Tray Set
코트디부아르,코트디부와르,PPMS Proactive Project Management System,2024-01-23,2024-02-22,바이어,상품,
프랑스,전지역,Green Holic Shampoo Bar,2024-01-23,2024-02-22,바이어,상품,
미국,콜로라도,LUVDE Korean Stainless Steel Rice Bowl Set of 3,2024-01-23,2024-02-22,바이어,상품,
미국,애리조나,COSRX Low Ph Good Morning Gel Cleanser 150ml,2024-01-25,2024-02-24,바이어,상품,
미국,애리조나,COSRX Propolis Light Ampoule,2024-01-25,2024-02-24,바이어,상품,
미국,애리조나,COSRX Pure Fit Cica Serum 55ml,2024-01-25,2024-02-24,바이어,상품,
미국,애리조나,korean cosmetics-Dr Jart Black Label Detox BB Beauty Balm Spf25,2024-01-25,2024-02-24,바이어,상품,
캐나다,온타리오,1 Day Hyaluronic Acid Mask Pack,2024-01-25,2024-02-24,바이어,상품,
파나마,전지역,"Diesel Engine Oil with applied PAO, Kixx HDX PAO",2024-01-25,2024-02-24,바이어,상품,
필리핀,전지역,Pipes,2024-01-29,2024-02-28,바이어,상품,
필리핀,전지역,Stainless Steel Tube,2024-01-29,2024-02-28,바이어,상품,
필리핀,전지역,"STEEL PIPES, SPECIAL PIPES",2024-01-29,2024-02-28,바이어,상품,
일본,오오사카후,POUM_Paisley Tracktsuit_P05,2024-01-29,2024-02-28,바이어,상품,POUM_Paisley Tracktsuit_P02
아프가니스탄,전지역,ABC,2024-01-29,2024-02-28,바이어,상품,상세설명테스트
필리핀,전지역,Stainless Steel Pipes,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Leather Compression Photo Album Production,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Bumil Gochujang Ssamjang Soybean Paste and Soy Sauce,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Shims Vegan Cabbage Kimchi,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Daily Collagen,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Dried Gondre and Radish Set 2ea,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Mortar Rice Cake No 2,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,NeoGOS-P70,2024-01-29,2024-02-28,바이어,상품,Neogos
미국,뉴욕,Pig Crust Leather,2024-01-29,2024-02-28,바이어,상품,pig leather
미국,뉴욕,Printed Cow Leather - Various Pattern,2024-01-29,2024-02-28,바이어,상품,pig suede leather
미국,뉴욕,BonAtti Soft Cow Leather Wallet,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,"cow nappa, leather shoes, leather bag, leather belt, cow leather, leather,",2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Sandy Buck Leather,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Jesco's Vegan Leather,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Leather Bag,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Leather Scarf Trench - Khaki,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Hebe HLW Leather Pants,2024-01-29,2024-02-28,바이어,상품,Hebe HLW Leather Pants
미국,뉴욕,London loafer / black,2024-01-29,2024-02-28,바이어,상품,London loafer / black
미국,뉴욕,Eco Friendly Vegan Synthetic Leather,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Gold Leather HandBags,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Chamoa Car Leather Key Case,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Pig Suede Leather,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Kleant Interior Leather Cleaner for Car Furnitures Leather Condition,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Printed Pig Suede Leather,2024-01-29,2024-02-28,바이어,상품,pig suede leather
미국,뉴욕,Leather Barrier 50ml Leather Coating,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Marble Leather,2024-01-29,2024-02-28,바이어,상품,Finished Cowhide Grain leather
미국,뉴욕,Kleant Leather Coating System for Car Seat Sofa and Leather Products,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Leather Envelope Classic Bag,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,EcoFriendly Leather Non PVC,2024-01-29,2024-02-28,바이어,상품,
미국,뉴욕,Leather Gloves-for daily usage,2024-01-29,2024-02-28,바이어,상품,
