title,date,country,description,keywords,categories,source_url,page,source_category
We BuyCosmeticFinished Product Formula Raw Materials,"5 Mar, 2021",China,"Hello Sir,
Good day.
We are a Chinese company and now our company want to make a new brand ofcosmetics series, such as cleansing cream, moisturizing cream, face cream, eye cream,mask，skin protection series. etc.....
We needcosmeticfinished product formula raw materials. Can you provide raw materials for finished products? We will filling it in China. 
Pls send us the product list and price t","face cream raw materials,eye cream raw materials,face essence raw materials,Liquid Foundation raw materials","Chemicals,Cosmetic Raw Materials",https://importer.ec21.com/buy-lead/We-Buy-Cosmetic-Finished-Product--24318201.html,4,
BuyCosmetic/Store Cardboard Products Display Stand,"15 Jan, 2014",United States,"I am interested in your displays that I have attach.
1) I require custom printing
2) I need 500-600 pcs
3) Display will be use for bathing suits that are in polybag with hole on top of the back
4) Size of each bag is 5"" X 5""
5) Pag are going to be 6""-8"" long
6) Dispaly should hold 3 pegs accross X 4 pegs down
Please let me know what is the price, the turnaround time for sample and production. Ple",,"Service Equipment,Display Racks",https://importer.ec21.com/buy-lead/Buy-Cosmetic-Store-Cardboard-Products--23483083.html,4,
We Buy KoreanCosmeticsand Color Lens,"3 Sep, 2019",Pakistan,"We are looking ladiescosmetics like, Face Mask (specially 24K Gold Mask), CC Cushion, BB Cream, Lipsticks, Skin Care Products, foundation base and eye lenses from Korea and Japan. 
For products analyzing we must need samples before regular shipment and we will pay samples cost but if you couldn't send samples for assessment, please don't reply this buying lead.
Thanks for your precious time.","Gold Face Mask,CC Cushion,Skin Care,Lens","Personal Care,Face Mask",https://importer.ec21.com/buy-lead/We-Buy-Korean-Cosmetics-and--24253673.html,4,
We Buy KoreanCosmeticsFrom Vietnam by the Contract,"3 May, 2020",Korea,"we are one of the best sales ofcosmetics field in vietnam 
. now we are looking for koreancosmetics .
we will contract sole distributership in vietnam .
tks and regards pls send me product details and supply pricecosmeticjung at naver.com to rm jung tks","cosmetic set,skincare,makeups","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-Korean-Cosmetics-From--24135384.html,4,
Buy Skin Care andcosmetic,"9 Jun, 2014",Hong Kong,"We are looking for Korea Supplier for Skincare /cosmetic/ foods / fashion .... 
please contact me on skype : ricosummit",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-Skin-Care-and-cosmetic--23593021.html,4,
Buy KoreanCosmetic- Holika Holika,"9 Jun, 2014",Hong Kong,"Dear Sir
I am rico fm summit in HK, we are looking for good source for Koreancosmeticand skin care products, please contact me on skype ricosummit",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-Korean-Cosmetic--23592383.html,4,
"Buy korea products,cosmetic, skincare, decoration, clothes, foods....","9 Jun, 2014",Hong Kong,"we are looking for products from koreacosmetic, skin care , decoration, clothes or foods .......
please contact me on skype ricosummit",,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-korea-products-cosmetic--23592370.html,4,
Buy KoreanCosmetic- Amore Pacific,"4 Jun, 2014",Hong Kong,"we are looking for koreancosmetic/ korean foods / korean decoration .... , please contact me on skype ricosummit",,"Personal Care,Other Makeup",https://importer.ec21.com/buy-lead/Buy-Korean-Cosmetic--23588855.html,4,
Buy Zinc OxideCosmeticGrade for Sunscreen Cream,"8 Mar, 2017",Turkey,"We are lookign forcosmeticgrade zinc oxide. The annual demand is 100 tons. We need sample for the validation test. The price and availability is the necessary information.
Best Regards",,"Minerals & Metallurgy,Zinc",https://importer.ec21.com/buy-lead/Buy-Zinc-Oxide-Cosmetic-Grade--24080199.html,4,
Buy Cas 11138-66-2 Xanthan GumCosmeticMoisturizer Personal Care Raw Materials,"7 Mar, 2017",Turkey,"Please inform us about the minimum order amount, price and quality specifications for thecosmeticgrade Xanthan Gum",,"Chemicals,Herbicides",https://importer.ec21.com/buy-lead/Buy-Cas-11138-66-2--24079642.html,4,
Buy Zinc OxideCosmeticGrade,"11 Jul, 2015",Turkey,"We are looking for high qualitycosmeticgrade zinc oxide. 
The heavy metals amount must be less then 10 ppm.",,"Chemicals,Zinc Oxide",https://importer.ec21.com/buy-lead/Buy-Zinc-Oxide-Cosmetic-Grade--23832981.html,4,
BuyCosmeticsSkincare Beauty Products,"14 Oct, 2016",United States,"Hello,
Please add us to your mailing list for,cosmetics, skincare, hair care and general beauty products.
We are looking for suppliers in the USA and Canada
Thanks and we look forward to working with you.
Priya",,"Personal Care,Other Makeup",https://importer.ec21.com/buy-lead/Buy-Cosmetics-Skincare-Beauty-Products--24032856.html,4,
Buy CoreanCosmetics,"19 Mar, 2015",Russia,"Good day! I am interested in buying different koreancosmetics brands, such as TonyMoly, Holika Holika, Missha, the faceshop and etc. I need all certificates for these production also. I am interested in anothercosmetics also 9from Japan, Thai).","korean kosmetics,japan cosmetics,thai cosmetics,organic cosmetics","Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-Corean-Cosmetics--23773213.html,4,
Buy CoreanCosmetics,"19 Mar, 2015",Russia,"Good day! I am interested in buying different koreancosmetics brands, such as TonyMoly, Holika Holika, Missha, the faceshop and etc. I need all certificates for these production also. I am interested in anothercosmetics also 9from Japan, Thai).","korean kosmetics,japan cosmetics,thai cosmetics,organic cosmetics","Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-Corean-Cosmetics--23773214.html,5,
We Buy BrandCosmetics.,"30 Oct, 2018",Korea,"Hello
My name is Heeyoung Cho.
We Buy BrandCosmetics.
Forexample Lacome,Esteelauder,etccosmetics
Thank you for reading",esteelauder,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/We-Buy-Brand-Cosmetics.--24210821.html,5,
Buy Wholesale TonyMoly BB Cream KoreanCosmetic,"1 Sep, 2014",Iran,"Hello. Its Sia from iran .Dear I want buy mascara from your factory .I wanna know about minimum order quantity and FOB price . would you please aware me about it.also I wanna know about your other products , we have a big market for selling korean products. Im waiting for your quick response
Regards",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-Wholesale-TonyMoly-BB-Cream--23662387.html,5,
BuyCosmetic,"1 Sep, 2014",Iran,"Hello. Its Sia from iran .Dear I want buy mascara from your factory .I wanna know about minimum order quantity and FOB price . would you please aware me about it.also I wanna know about your other products , we have a big market for selling korean products. Im waiting for your quick response
Regards",,"Personal Care,Other Fragrance & Deodorant",https://importer.ec21.com/buy-lead/Buy-Cosmetic--23662385.html,5,
Buy [Korean SkincareCosmetics] OSHIAREE Phyto Stem Cell Skin Care Set,"29 Oct, 2015",India,"I am Suresh Vedia from Ahmadabad (Gujarat) India.
We are in retail/wholesale health products business since 2008. 
We have an interest in your health and beauty products to sale retail/wholesale in Indian market.
Pl. send your price list of products. Business terms and condition. Minimum order etc.
Thanks.
Suresh Vedia.",,"Personal Care,Skin Care Set",https://importer.ec21.com/buy-lead/Buy-Korean-Skincare-Cosmetics--23886133.html,5,
We BuyCosmeticsContainers,"19 Oct, 2018",Taiwan,"The container is for skin care use.
The color should be the same.
The volume is 120 ml
The size is : 4.8 X 4.8 X 18.6cm","Container,Cosmetics,Skin Care","Packaging & Paper,Bottles",https://importer.ec21.com/buy-lead/We-Buy-Cosmetics-Containers--24208967.html,5,
We BuyCosmeticsContainer,"19 Oct, 2018",Taiwan,"The container is for skin care use.
The color should be the same.
The volume is 30 ml
The size is: 6.16 X 6.16 X 4.91cm","Container,Cosmetics","Packaging & Paper,Bottles",https://importer.ec21.com/buy-lead/We-Buy-Cosmetics-Container--24208966.html,5,
Buy  / KoreaCosmeticKorean Corean,"11 Jan, 2017",Nigeria,"Dear Sirs/Madam
Good day. Our company DANGLOBAL TRADING COMPANY is one of the leading companies in NIGERIA that deals in the importationcosmetics. We have our branch in Togo Republic as we and will like to build along lasting business relationship with your able company.
We need your urgent response as the demand is high on our side now, this is our first time doing business in Korea. kindly res",,"Personal Care,Face Mask",https://importer.ec21.com/buy-lead/Buy-Korea--24063580.html,5,
Buy KoreanCosmetic,"11 Jan, 2017",Nigeria,"Dear Sirs/Madam
Good day. Our company DANGLOBAL TRADING COMPANY is one of the leading companies in NIGERIA that deals in the importationcosmetics. We have our branch in Togo Republic as we and will like to build along lasting business relationship with your able company.
We need your urgent response as the demand is high on our side now, this is our first time doing business in Korea. kindly res",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-Korean-Cosmetic--24063577.html,5,
Buy KoreanCosmetics/ Oriental Skincare D'RAN Joyoon Essence,"11 Jan, 2017",Nigeria,"Dear Sirs/Madam
Good day. Our company DANGLOBAL TRADING COMPANY is one of the leading companies in NIGERIA that deals in the importationcosmetics. We have our branch in Togo Republic as we and will like to build along lasting business relationship with your able company.
We need your urgent response as the demand is high on our side now, this is our first time doing business in Korea. kindly res",,"Personal Care,Skin Care Set",https://importer.ec21.com/buy-lead/Buy-Korean-Cosmetics--24063576.html,5,
Buy [KoreanCosmetics] OSHIAREE Snail Mucin Skin Care Set,"11 Jan, 2017",Nigeria,"Dear Sirs/Madam
Good day. Our company DANGLOBAL TRADING COMPANY is one of the leading companies in NIGERIA that deals in the importationcosmetics. We have our branch in Togo Republic as we and will like to build along lasting business relationship with your able company.
We need your urgent response as the demand is high on our side now, this is our first time doing business in Korea. kindly res",,"Personal Care,Skin Care Set",https://importer.ec21.com/buy-lead/Buy-Korean-Cosmetics--24063574.html,5,
Buy Dr. DreamCosmetic- Advanced Facial Treatment Serum,"12 Oct, 2014",Philippines,"I would like to try few bottles (3) of Dr Dream advanced facial treatment serum in my clinic. Can you send me details about the price including shipping cost and safe way to pay. Pls advise thank you
dr young-lucero",,"Personal Care,Skin Care Serum",https://importer.ec21.com/buy-lead/Buy-Dr.-Dream-Cosmetic--23688418.html,5,
BuyCosmetics,"23 Feb, 2014",Cameroon,"We want to purchase Perfume, Body Cream, Hand Sanitizer, Body Soap. I hope to receive your update with prices","Perfume,Body Cream,Hand Sanitizer,Body Soap","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-Cosmetics--23504631.html,5,
Buy Korea Skin CareCosmeticDr.Young Eye Gel,"6 Apr, 2014",Nigeria,"Dear sir
Good day.
We are an import export consulting & marketing company based in Nigeria with sales outlet in the neighboring western part of Nigeria.
Your products have good market potentials 
We are interested to establish marketing relations with your.
Kindly respond.
Sincerely
Ndukwe O.N.Eni
Business Development
Tradekraft International Services
119 Market,Road,Aba
Abia State
Nigeria
+23481",,"Personal Care,Skin Care Set",https://importer.ec21.com/buy-lead/Buy-Korea-Skin-Care-Cosmetic--23543381.html,5,
"We Buy To Soap,Detergent,Cosmetics,Perfume Etc","3 Apr, 2019",Benin,"Dear sir
Thanks for the email and the cooperations
we are very much interested to work and buy from you
send us all details and your stocks of chemical via: dinkyint2002 at gmail dot com
we await to hear from you Asap as to confirm our orders
best regards
Knight kenneth",cosmetics,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-To-Soap-Detergent--24232751.html,5,
"We Buy Food Item,Wines,Cosmetics,House Hold Item,Building Materials, Chemicals","23 Mar, 2019",Benin,"sir
we are an importing company located in cotonou benin republic.
we will need all kinds of food items etcfrom you with in the sizes of different packings
we came to know you through hong kong trade council.
our order quantity will increase after the first shipments from you.
from 1 x 40ft to 5 x 40ft containers.","foods,wines,chemicals","Food & Beverage,Food Stocks",https://importer.ec21.com/buy-lead/We-Buy-Food-Item-Wines--24231156.html,5,
BuyCosmetics,"28 Feb, 2014",China,"Dear Sir or Madam: 
My name is Rebecca from China. We would like to cooperation with you on skin care products, Perfume Products, Hair Care Products, Spa Products. 
Homar is a professional OEM/ODM GMP manufacturer forcosmetics with the rich experience for over 20 years since it was founded in 1989.
After more than 20 years of unremitting efforts, with excellent enterprise culture and modern ente","Skin Care,Hair Care,Perfume,Essence Oil","Personal Care,Perfume",https://importer.ec21.com/buy-lead/Buy-Cosmetics--23388932.html,5,
BuyCosmeticsProduct OEM/ODM,"28 Feb, 2014",China,"Dear Sir or Madam: 
My name is Rebecca from China. We would like to cooperation with you on skin care products, Perfume Products, Hair Care Products, Spa Products. 
Homar is a professional OEM/ODM GMP manufacturer forcosmetics with the rich experience for over 20 years since it was founded in 1989.
After more than 20 years of unremitting efforts, with excellent enterprise culture and modern ente","Skin Care,Hair Care,Perfume,Essence Oil","Personal Care,Skin Care Serum",https://importer.ec21.com/buy-lead/Buy-Cosmetics-Product-OEM--23388585.html,5,
Buy original korean and internationalcosmeticsbrands,"2 Sep, 2014",United States,"Seeking for Korea supplier who sells Sulwhasoo, History of Whoo and It's Skin Sample / Sample kits with MOQ 1000 or less. 
I can do higher MOQ if the payment can be done via PayPal. 
We are located in Caliornia USA. Thank you.",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-original-korean-and-international--23663490.html,5,
Buy Medical Beauty Machines andCosmeticCreams Distributionship,"5 Jan, 2015",China,"Looking for distibutionship for the overseas esteemed factories of beauty machines andcosmeticproducts for personal care.
If you are eager to cooperate with us,pls.contact with us for further discussion!","medical beauty machine,cosmetic products","Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/Buy-Medical-Beauty-Machines-and--22401512.html,5,
